Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20
2024-12-20 00:00:00-05:00,129.7745000485284,135.24300545668208,128.1849385069714,134.6631622314453,306528600,0.0,0.0,
2024-12-23 00:00:00-05:00,136.2427181368804,139.75175245255647,135.08303180440203,139.6317901611328,176053500,0.0,0.0,
2024-12-24 00:00:00-05:00,139.9617148258363,141.86118913948326,138.61207790245493,140.18165588378906,105157000,0.0,0.0,
2024-12-26 00:00:00-05:00,139.66180603983884,140.8115008078877,137.69234337416663,139.89173889160156,116205600,0.0,0.0,
2024-12-27 00:00:00-05:00,138.5121216661011,138.9819943823141,134.67317523350815,136.9725341796875,170582600,0.0,0.0,
2024-12-30 00:00:00-05:00,134.79311660884966,140.2316308377207,133.98334063995796,137.452392578125,167734700,0.0,0.0,
2024-12-31 00:00:00-05:00,137.99226367763055,138.0322612848829,133.79341493856927,134.25328063964844,155659200,0.0,0.0,
2025-01-02 00:00:00-05:00,135.96282022937498,138.8420377745335,134.59319964236553,138.27218627929688,198247200,0.0,0.0,
2025-01-03 00:00:00-05:00,139.9717090810043,144.86037131104774,139.69178686675932,144.4304962158203,229322500,0.0,0.0,
2025-01-06 00:00:00-05:00,148.54936300568127,152.11839407781596,147.77958455274808,149.38912963867188,265377400,0.0,0.0,
2025-01-07 00:00:00-05:00,152.98814312185272,153.08812187242287,139.97169998670535,140.10166931152344,351782200,0.0,0.0,
2025-01-08 00:00:00-05:00,142.54101155921632,143.91063203422854,137.5223800692543,140.07168579101562,227349900,0.0,0.0,
2025-01-10 00:00:00-05:00,137.41242079266553,139.88174676307978,134.18330808313058,135.8728485107422,207602500,0.0,0.0,
2025-01-13 00:00:00-05:00,129.95446851982027,133.4535116815908,129.4745887600242,133.19357299804688,204808900,0.0,0.0,
2025-01-14 00:00:00-05:00,136.01278831507346,136.3426998783518,130.01442953826418,131.7239532470703,195590500,0.0,0.0,
2025-01-15 00:00:00-05:00,133.61345527658474,136.4126928345012,131.25409986764885,136.2027587890625,185217300,0.0,0.0,
2025-01-16 00:00:00-05:00,138.60208327625168,138.7120538029648,133.4534978315376,133.53347778320312,209235600,0.0,0.0,
2025-01-17 00:00:00-05:00,136.65262268416788,138.462125274087,135.4229633158422,137.67234802246094,201188800,0.0,0.0,
2025-01-21 00:00:00-05:00,139.12194717769367,141.7912151745994,137.05250594430132,140.79148864746094,197749000,0.0,0.0,
2025-01-22 00:00:00-05:00,144.62045561465226,147.74958954273308,143.6307207753195,147.02980041503906,237651400,0.0,0.0,138.56659851074218
2025-01-23 00:00:00-05:00,145.01034368405638,147.1897403093082,143.6807055002306,147.17974853515625,155915500,0.0,0.0,139.19242782592772
2025-01-24 00:00:00-05:00,148.32943710709068,148.92927919460303,141.8412209584346,142.5810089111328,234657600,0.0,0.0,139.33988876342772
2025-01-27 00:00:00-05:00,124.7658794397831,128.3648859520762,116.668088091544,118.38761901855467,818830900,0.0,0.0,138.25018692016602
2025-01-28 00:00:00-05:00,121.77668294561497,128.96471894622445,116.21820602712089,128.95472717285156,579666400,0.0,0.0,137.7033363342285
2025-01-29 00:00:00-05:00,126.46540553655986,126.85529827150768,120.01717249490753,123.66616821289062,467120600,0.0,0.0,137.03801803588868
2025-01-30 00:00:00-05:00,123.0663417544434,124.96582380169085,118.06770880237578,124.6159210205078,392925500,0.0,0.0,136.3961944580078
2025-01-31 00:00:00-05:00,123.74615511454752,127.81504199868698,119.15741376372098,120.03717041015624,388161100,0.0,0.0,135.6853889465332
2025-02-03 00:00:00-05:00,114.71862375628316,118.53757894355684,112.97910166242248,116.62810516357422,371235700,0.0,0.0,134.60318489074706
2025-02-04 00:00:00-05:00,116.92801344303116,121.16685177317856,116.66808241089754,118.6175537109375,256550000,0.0,0.0,133.31253776550292
2025-02-05 00:00:00-05:00,121.7267002537778,124.96581196424484,120.72697375806383,124.79586029052734,262230800,0.0,0.0,132.0828742980957
2025-02-06 00:00:00-05:00,127.38515593926265,128.7347928917548,125.17576116570513,128.64480590820312,251483600,0.0,0.0,131.5100311279297
2025-02-07 00:00:00-05:00,129.184663567943,130.3343429768511,124.96581638636984,129.8044891357422,228186300,0.0,0.0,130.996671295166
2025-02-10 00:00:00-05:00,130.05441853152416,134.96307937585763,129.92446445785666,133.53347778320312,216989100,0.0,0.0,130.87970275878905
2025-02-11 00:00:00-05:00,132.54376130884148,134.4432358451655,130.9841901729766,132.76370239257812,178902400,0.0,0.0,130.85820922851562
2025-02-12 00:00:00-05:00,129.98445236307722,132.203846559633,129.04470695043975,131.10414123535156,160278600,0.0,0.0,130.82721862792968
2025-02-13 00:00:00-05:00,131.52401516963508,136.46266649297655,131.13412244698262,135.25299072265625,197430000,0.0,0.0,130.77973022460938
2025-02-14 00:00:00-05:00,136.44266486168982,139.21191146517995,135.46293718873886,138.81202697753906,195479600,0.0,0.0,131.04365768432618
2025-02-18 00:00:00-05:00,141.23137649622348,143.40078131766987,137.89227816645598,139.36187744140625,219176600,0.0,0.0,131.12813415527344
2025-02-19 00:00:00-05:00,139.47184726600554,141.32134750878612,137.18248014952957,139.19192504882812,167536000,0.0,0.0,131.04815597534179
2025-02-20 00:00:00-05:00,139.991705837455,140.62153843760984,136.7525863640224,140.07168579101562,143903600,0.0,0.0,130.70025024414062
2025-02-21 00:00:00-05:00,140.0017008694862,141.42132600995674,133.99334973043614,134.3932342529297,228217600,0.0,0.0,130.0609245300293
2025-02-24 00:00:00-05:00,136.52266681200447,138.55211066034528,130.04444248958205,130.244384765625,251381100,0.0,0.0,129.4440933227539
2025-02-25 00:00:00-05:00,129.94445760453814,130.16439867421266,124.40597902043103,126.59537506103516,271428700,0.0,0.0,129.85448112487794
2025-02-26 00:00:00-05:00,129.95446947322534,133.69343728770713,128.4548795357506,131.24411010742188,322553800,0.0,0.0,129.96895027160645
2025-02-27 00:00:00-05:00,134.963087446703,134.9730792207777,119.97718824289691,120.11714935302734,443175800,0.0,0.0,129.79149932861327
2025-02-28 00:00:00-05:00,117.98772650698132,125.05579305607802,116.36817434407594,124.8858413696289,389091100,0.0,0.0,129.80499534606935
2025-03-03 00:00:00-05:00,123.47622912906816,123.66617198823369,112.2492965435478,114.02880859375,411381400,0.0,0.0,129.50457725524902
2025-03-04 00:00:00-05:00,110.6197462594264,119.27737437091366,110.07989299750376,115.95828247070312,398163300,0.0,0.0,129.47108612060546
2025-03-05 00:00:00-05:00,117.54785129486386,118.2476568391524,114.47869104666964,117.26792907714844,284337900,0.0,0.0,129.40360488891602
2025-03-06 00:00:00-05:00,113.49895407905146,115.31845609620828,110.18986163701832,110.53976440429688,321181900,0.0,0.0,128.6908000946045
2025-03-07 00:00:00-05:00,111.21957864470976,113.44897220636766,107.5305852358904,112.65918731689452,341755500,0.0,0.0,127.89151916503906
2025-03-10 00:00:00-04:00,109.8699441866197,111.81940781621752,105.43115607331026,106.95074462890624,366487400,0.0,0.0,126.74883193969727
2025-03-11 00:00:00-04:00,106.960734969355,112.20929903890595,104.74134094243276,108.73025512695312,354865700,0.0,0.0,125.50867080688477
2025-03-12 00:00:00-04:00,114.09930053195752,116.73882100614276,112.85951998498376,115.71900177001952,323857500,0.01,0.0,124.65643577575683
2025-03-13 00:00:00-04:00,117.00876245655115,117.73863334670654,113.76935252443204,115.55902862548828,299033100,0.0,0.0,123.87918014526367
2025-03-14 00:00:00-04:00,118.5884764406672,121.85787967708788,118.12856083227834,121.64791870117188,277593500,0.0,0.0,123.19892654418945
2025-03-17 00:00:00-04:00,122.71772499646224,122.86769930249316,118.00858060635532,119.50830841064452,255501500,0.0,0.0,122.23374061584472
2025-03-18 00:00:00-04:00,117.97859103200136,118.998402615106,114.51921970184796,115.4090576171875,299686900,0.0,0.0,121.03609962463379
2025-03-19 00:00:00-04:00,117.24871784817984,120.42814113812436,115.65901001721268,117.49867248535156,273426200,0.0,0.0,119.95143699645996
2025-03-20 00:00:00-04:00,116.5288475567653,120.17817892707568,116.44886024718888,118.50848388671876,248829700,0.0,0.0,118.87327690124512
2025-03-21 00:00:00-04:00,116.91877807414131,117.96858292451893,115.39904967929496,117.67863464355467,266498500,0.0,0.0,118.03754692077636
2025-03-24 00:00:00-04:00,119.85824123014484,122.19782052957932,119.31833831489072,121.38796997070312,228452500,0.0,0.0,117.59472618103027
2025-03-25 00:00:00-04:00,120.52812446850508,121.26798803028822,118.89841541478116,120.66809844970705,167447200,0.0,0.0,117.29836235046386
2025-03-26 00:00:00-04:00,118.70845626054094,118.8184292799946,112.68954449720724,113.7393569946289,293463300,0.0,0.0,116.42312469482422
2025-03-27 00:00:00-04:00,111.32978747025456,114.42922326739314,110.63991789836862,111.40977478027344,236902100,0.0,0.0,115.98775596618653
2025-03-28 00:00:00-04:00,111.4697624437308,112.84951685583744,109.0502035041368,109.65009307861328,229872500,0.0,0.0,115.22596855163575
2025-03-31 00:00:00-04:00,105.11091847763528,110.93986229194256,103.63119133667838,108.3603286743164,299212700,0.0,0.0,114.94254455566406
2025-04-01 00:00:00-04:00,108.50030342775528,110.17999886185883,106.45068001979016,110.13001251220705,222614000,0.0,0.0,114.65113105773926
2025-04-02 00:00:00-04:00,107.2705266243207,111.95967777974948,106.77061737970816,110.39995574951172,220601200,0.0,0.0,114.30773239135742
2025-04-03 00:00:00-04:00,103.49122110695384,105.61083156865357,101.58156399912866,101.78153228759766,338769400,0.0,0.0,113.86982078552246
2025-04-04 00:00:00-04:00,98.8920562501484,100.1118284712542,92.09328707213024,94.29288482666016,532273800,0.0,0.0,112.95150566101074
2025-04-07 00:00:00-04:00,87.444123819458,101.73153089146868,86.60427995314998,97.62227630615234,611041300,0.0,0.0,112.48508224487304
2025-04-08 00:00:00-04:00,103.79115551332612,105.83078615825814,94.44285411172834,96.28252410888672,476243400,0.0,0.0,111.86269569396973
2025-04-09 00:00:00-04:00,98.87205653888144,115.07911444025872,97.51230269046886,114.30925750732422,612918300,0.0,0.0,111.79220848083496
2025-04-10 00:00:00-04:00,109.35015243101728,110.8398798648056,99.13200610877084,107.55047607421876,437812400,0.0,0.0,111.39178085327148
2025-04-11 00:00:00-04:00,108.4803070767672,111.52975654810145,107.46049556472003,110.9098663330078,313417300,0.0,0.0,110.85487823486328
2025-04-14 00:00:00-04:00,114.08928762467488,114.26925525660798,109.05020155855787,110.68990325927734,264705000,0.0,0.0,110.41395797729493
2025-04-15 00:00:00-04:00,110.94986159507806,113.59938217981929,110.4799456735416,112.17963409423828,228966900,0.0,0.0,110.25248680114746
2025-04-16 00:00:00-04:00,104.53103311878802,106.77062454919468,100.4317709352981,104.47103881835938,397016900,0.0,0.0,109.60110511779786
2025-04-17 00:00:00-04:00,104.43103458781992,104.45103522860796,100.0318394876262,101.47157287597656,292517500,0.0,0.0,108.74925956726074
2025-04-21 00:00:00-04:00,98.75207336541833,99.42195758129024,95.02275450080649,96.89241790771484,288501100,0.0,0.0,107.70994873046875
2025-04-22 00:00:00-04:00,98.76206678289148,99.7918785816798,97.26233908492571,98.8720474243164,241004800,0.0,0.0,106.58415260314942
2025-04-23 00:00:00-04:00,104.5010295750129,104.78098517141213,102.00148324580944,102.6913604736328,247526000,0.0,0.0,105.6853157043457
2025-04-24 00:00:00-04:00,103.46121375263034,106.52065568558211,103.09127819009328,106.41067504882812,220815000,0.0,0.0,105.31888160705566
2025-04-25 00:00:00-04:00,106.83061166162848,111.89969145813896,105.71081975581804,110.98986053466795,251064700,0.0,0.0,105.29788589477539
2025-04-28 00:00:00-04:00,109.67009093365704,110.3499678015911,106.00075133412535,108.71026611328124,207708500,0.0,0.0,105.25089454650879
2025-04-29 00:00:00-04:00,107.65046012276234,110.1799998026459,107.42050613077843,109.00021362304688,170444300,0.0,0.0,105.28288879394532
2025-04-30 00:00:00-04:00,104.45104108413872,108.90023040771484,104.06111247501676,108.90023040771484,235044600,0.0,0.0,105.22139968872071
2025-05-01 00:00:00-04:00,113.05947899879722,114.9191420385801,111.27980327057725,111.5897445678711,236121500,0.0,0.0,105.28088912963867
2025-05-02 00:00:00-04:00,114.15928352450368,115.37906338859756,113.34943293159324,114.4792251586914,190194800,0.0,0.0,105.91577377319337
2025-05-05 00:00:00-04:00,112.88951601094917,114.64919116473992,112.6395613737392,113.79934692382812,133163200,0.0,0.0,106.89109687805175
2025-05-06 00:00:00-04:00,111.45977773347964,114.71918078517233,110.79989381468876,113.51940155029295,158525600,0.0,0.0,107.68595314025879
2025-05-07 00:00:00-04:00,113.02949042053456,117.65864757290292,112.25962586336117,117.03875732421876,206758800,0.0,0.0,108.7237648010254
2025-05-08 00:00:00-04:00,118.22854670795566,118.658469001105,115.82898059800608,117.34870910644533,198428100,0.0,0.0,108.87573738098145
2025-05-09 00:00:00-04:00,117.32869985728382,118.20854502226882,115.18908887008638,116.62882995605467,132972200,0.0,0.0,109.32965507507325
2025-05-12 00:00:00-04:00,121.94787211512306,122.9776840209961,120.25817629208264,122.9776840209961,225023300,0.0,0.0,109.93304595947265
2025-05-13 00:00:00-04:00,124.95732666651304,131.19619232916256,124.44741706637032,129.9064178466797,330430100,0.0,0.0,110.89387168884278
2025-05-14 00:00:00-04:00,133.17581874633882,135.4154176381041,131.65609038206884,135.3154296875,281180800,0.0,0.0,112.05066146850587
2025-05-15 00:00:00-04:00,134.2656162138544,136.2752611112406,132.6359224746836,134.80552673339844,226632600,0.0,0.0,113.56738586425782
2025-05-16 00:00:00-04:00,136.19528579014883,136.32526708518697,133.43579205010155,135.37542724609375,226542500,0.0,0.0,115.26257858276367
2025-05-19 00:00:00-04:00,132.36596428610483,135.84532822832756,132.36596428610483,135.54539489746094,193154600,0.0,0.0,117.19522743225097
2025-05-20 00:00:00-04:00,134.26562607401144,134.55558199625042,132.59593092987555,134.35562133789062,161514200,0.0,0.0,118.96940612792969
2025-05-21 00:00:00-04:00,133.0358430493297,137.3750515435132,130.5662902103225,131.7760772705078,270608700,0.0,0.0,120.42364196777343
2025-05-22 00:00:00-04:00,132.20599574301846,134.22563338103308,131.5261264871436,132.80589294433594,187344000,0.0,0.0,121.74340286254883
2025-05-23 00:00:00-04:00,129.97641506418768,132.65592152877483,129.13657112060253,131.26617431640625,198821300,0.0,0.0,122.75721855163575
2025-05-27 00:00:00-04:00,134.1256417936587,135.63537744884945,133.2857979393918,135.47540283203125,192953600,0.0,0.0,124.09547538757325
2025-05-28 00:00:00-04:00,136.00531758419635,137.22509744866613,134.76553707682788,134.78553771972656,304021100,0.0,0.0,125.38474159240722
2025-05-29 00:00:00-04:00,142.22419152756274,143.46397204605128,137.88498259688382,139.1647491455078,369241900,0.0,0.0,126.89796752929688
2025-05-30 00:00:00-04:00,138.6948289010735,139.59465948344436,132.8958783257386,135.10548400878906,333170900,0.0,0.0,128.07375450134276
2025-06-02 00:00:00-04:00,135.46541564458173,138.09492795630163,135.37542038395227,137.35507202148438,197663100,0.0,0.0,129.21754684448243
2025-06-03 00:00:00-04:00,138.75480693174418,141.97422364617418,137.9249557656252,141.19436645507812,225578800,0.0,0.0,130.58729782104493
2025-06-04 00:00:00-04:00,142.1641966028205,142.36415725393297,139.5146683935161,141.8942413330078,167120800,0.0,0.0,132.00603981018065
2025-06-05 00:00:00-04:00,142.14419665233672,143.97386636815438,138.80480646885346,139.964599609375,231397900,0.0,0.0,133.15233192443847
2025-06-06 00:00:00-04:00,142.4841247816278,143.24399658328852,141.4843063108272,141.69427490234375,153986200,0.0,0.0,134.3696102142334
2025-06-09 00:00:00-04:00,143.16402192873528,144.97369107987248,141.91424872977086,142.6041259765625,185114500,0.0,0.0,135.6683750152588
2025-06-10 00:00:00-04:00,142.66410985007164,144.26381035974757,141.50431668274294,143.9338836669922,155881900,0.0,0.0,136.7161849975586
2025-06-11 00:00:00-04:00,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000,0.01,0.0,137.361563873291
2025-06-12 00:00:00-04:00,141.9540901919345,144.98374938964844,141.83410852298076,144.98374938964844,162365000,0.0,0.0,137.84497985839843
2025-06-13 00:00:00-04:00,142.4640236398758,143.5639064320885,140.83421673860605,141.95408630371094,180820600,0.0,0.0,138.20240783691406
2025-06-16 00:00:00-04:00,143.33393622751285,146.16360555156524,143.18394388862183,144.6737823486328,183133700,0.0,0.0,138.667325592041
2025-06-17 00:00:00-04:00,144.4738049491523,145.20371882793046,143.7638778428329,144.1038360595703,139108000,0.0,0.0,139.0952476501465
2025-06-18 00:00:00-04:00,143.9938476821936,145.63366319028128,143.10394808189747,145.46368408203125,161494100,0.0,0.0,139.65065078735353
2025-06-20 00:00:00-04:00,145.4336890163692,146.1836049259659,142.6339999024593,143.83387756347656,242956200,0.0,0.0,140.25354080200196
2025-06-23 00:00:00-04:00,142.4840281213866,144.76377135076248,142.01407957999888,144.15383911132812,154308900,0.0,0.0,140.82093811035156
2025-06-24 00:00:00-04:00,145.54367367470394,147.94341367999496,145.4836828445603,147.88340759277344,187566100,0.0,0.0,141.65179977416992
2025-06-25 00:00:00-04:00,149.25328072295656,154.43269305532343,149.24327207878133,154.29270935058594,269146500,0.0,0.0,142.59266510009766
