Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-21 00:00:00-05:00,13.038084209341594,13.332506174025465,12.931134759264241,13.294861793518066,302332000,0.0,0.0
2020-12-22 00:00:00-05:00,13.281899872364148,13.299849046264637,13.017393488830592,13.24101448059082,185580000,0.0,0.0
2020-12-23 00:00:00-05:00,13.218828662081721,13.237775437789375,12.968533034312372,12.972770690917969,179144000,0.0,0.0
2020-12-24 00:00:00-05:00,13.000691504961788,13.095674541517754,12.902468411079846,12.957313537597656,97884000,0.0,0.0
2020-12-28 00:00:00-05:00,13.025869534762169,13.025869534762169,12.727459055388337,12.863824844360352,212564000,0.0,0.0
2020-12-29 00:00:00-05:00,12.888753571154453,13.035839963058338,12.806235314111813,12.906951904296875,170372000,0.0,0.0
2020-12-30 00:00:00-05:00,12.953821418799093,13.176694914698261,12.860584432443018,13.108885765075684,225396000,0.0,0.0
2020-12-31 00:00:00-05:00,13.09966024211231,13.114119243433588,12.878781023033149,13.018388748168945,192424000,0.0,0.0
2021-01-04 00:00:00-05:00,13.067503164125954,13.61421596546019,12.926150323127079,13.076726913452148,560640000,0.0,0.0
2021-01-05 00:00:00-05:00,13.063013897871317,13.405799918708546,13.050299979878782,13.367158889770508,322760000,0.0,0.0
2021-01-06 00:00:00-05:00,13.185419202200734,13.20785614214832,12.550704770549924,12.579124450683594,580424000,0.0,0.0
2021-01-07 00:00:00-05:00,12.931133417291425,13.340233565879808,12.850361199167793,13.306577682495117,461480000,0.0,0.0
2021-01-08 00:00:00-05:00,13.325026358914794,13.383361639460059,13.005424797193161,13.239516258239746,292528000,0.0,0.0
2021-01-11 00:00:00-05:00,13.381118966632627,13.92184894045649,13.32502709160105,13.583300590515137,518344000,0.0,0.0
2021-01-12 00:00:00-05:00,13.7139336394329,13.71592883730901,13.307577070665623,13.446934700012207,291476000,0.0,0.0
2021-01-13 00:00:00-05:00,13.45217109900996,13.586792760102355,13.347465996604777,13.493803977966309,210028000,0.0,0.0
2021-01-14 00:00:00-05:00,13.536930084160442,13.561610431812436,13.143536640465687,13.163230895996094,283120000,0.0,0.0
2021-01-15 00:00:00-05:00,13.190905033846901,13.287882305059432,12.812469810724464,12.82343864440918,277780000,0.0,0.0
2021-01-19 00:00:00-05:00,12.979747264530975,13.057279430107188,12.807980522839523,12.988722801208496,226188000,0.0,0.0
2021-01-20 00:00:00-05:00,13.074979694527212,13.39283618789323,13.020134580538475,13.328268051147461,258572000,0.0,0.0
2021-01-21 00:00:00-05:00,13.380870156744221,13.959992011036567,13.215834583904515,13.828611373901367,337780000,0.0,0.0
2021-01-22 00:00:00-05:00,13.701468596467407,13.802933631043508,13.589034728801968,13.67404556274414,246820000,0.0,0.0
2021-01-25 00:00:00-05:00,13.743101253478759,13.789720219870421,13.199380371226189,13.614961624145508,251112000,0.0,0.0
2021-01-26 00:00:00-05:00,13.542416475351589,13.606486294408791,13.349957856187535,13.397574424743652,163980000,0.0,0.0
2021-01-27 00:00:00-05:00,13.192896627758461,13.195639311128085,12.757870336744448,12.881523132324219,371272000,0.0,0.0
2021-01-28 00:00:00-05:00,12.9598064276967,13.302343331450121,12.924156288848982,13.014402389526367,228316000,0.0,0.0
2021-01-29 00:00:00-05:00,13.038333242858723,13.297355184274961,12.875291917591868,12.953322410583496,271552000,0.0,0.0
2021-02-01 00:00:00-05:00,13.01664572884835,13.2335355380806,12.866567471839382,13.199880599975586,217204000,0.0,0.0
2021-02-02 00:00:00-05:00,13.361175169955763,13.533938558603332,13.248242035181995,13.518732070922852,220440000,0.0,0.0
2021-02-03 00:00:00-05:00,13.597759985933012,13.89268122482267,13.478595893291107,13.49255657196045,245408000,0.0,0.0
2021-02-04 00:00:00-05:00,13.493055176707028,13.635155488119919,13.300347404064619,13.625931739807129,201340000,0.0,0.0
2021-02-05 00:00:00-05:00,13.686511005543283,13.698726599293336,13.507762965833473,13.552886009216309,169152000,0.0,0.0
2021-02-08 00:00:00-05:00,13.688753373760923,14.43315990300418,13.688753373760923,14.398258209228516,434624000,0.0,0.0
2021-02-09 00:00:00-05:00,14.300535315470242,14.542355599688753,14.182617019413179,14.22325325012207,287560000,0.0,0.0
2021-02-10 00:00:00-05:00,14.422692359371814,14.863203179355986,14.301283892068875,14.722847938537598,485352000,0.0,0.0
2021-02-11 00:00:00-05:00,14.938240455389991,15.229421401855387,14.883145228492026,15.20798110961914,450828000,0.0,0.0
2021-02-12 00:00:00-05:00,15.007796320212169,15.248369834422629,14.733566916671759,14.919295310974121,374756000,0.0,0.0
2021-02-16 00:00:00-05:00,15.022005252212074,15.329391251477393,14.908075461379754,15.287259101867676,321960000,0.0,0.0
2021-02-17 00:00:00-05:00,15.128455897288585,15.180809395697596,14.738552573585007,14.8641996383667,274756000,0.0,0.0
2021-02-18 00:00:00-05:00,14.687693659586431,14.831539037044887,14.534125260124792,14.787413597106934,233868000,0.0,0.0
2021-02-19 00:00:00-05:00,14.982364478127137,15.134436952105299,14.80511333378198,14.884639739990234,271724000,0.0,0.0
2021-02-22 00:00:00-05:00,14.733316330627298,15.090811453956276,14.284827635904886,14.315491676330566,325884000,0.0,0.0
2021-02-23 00:00:00-05:00,14.035778314628121,14.198820593637908,13.35195136230545,14.102341651916504,391780000,0.0,0.0
2021-02-24 00:00:00-05:00,14.083147360949729,14.466070375748892,13.717425083680581,14.458341598510742,448320000,0.0,0.0
2021-02-25 00:00:00-05:00,14.006113004928865,14.334440047309721,13.17918902800684,13.270182609558105,824436000,0.0,0.0
2021-02-26 00:00:00-05:00,13.713933240960111,13.815647436688753,13.323531609545643,13.676040649414062,500932000,0.0,0.0
2021-03-01 00:00:00-05:00,13.836091261293221,13.885951239822205,13.515243835324203,13.802934646606445,353184000,0.0,0.0
2021-03-02 00:00:00-05:00,13.861021202997064,13.881463899435085,13.358434810228255,13.368656158447266,264116000,0.0,0.0
2021-03-03 00:00:00-05:00,13.38859986982293,13.41377854511925,12.762859005310784,12.768842697143555,377592000,0.0,0.0
2021-03-04 00:00:00-05:00,12.764853610702268,12.938615575725441,12.04986423160692,12.33556079864502,573344000,0.0,0.0
