Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04011151086411479,0.04476719586850875,0.03557501568566974,0.037604887038469315,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.040589173373761986,0.04202126800989634,0.03760487895410416,0.04154451563954353,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04202128305003959,0.042857435814769404,0.037724078841054914,0.03832093998789787,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03844011434456897,0.039395456652290675,0.03629105694895854,0.03820173814892769,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.038201736210983946,0.038440112394532586,0.03784325488086634,0.03808163106441498,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808161962397735,0.03820172473446448,0.03629104420542717,0.03629104420542717,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629106926284254,0.03724640847924512,0.03629106926284254,0.03700803220272064,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03629105689495783,0.03724639578578374,0.03306838273796726,0.034142911434173584,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03366525270340944,0.03533663938984026,0.033425957681524156,0.03485896810889244,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.0353366396734107,0.03772407733448584,0.03485896838862965,0.03676873818039894,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03736559338657319,0.03820174606193556,0.03641116964373299,0.037843264639377594,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.0380816184129584,0.03820172351962611,0.03653033450245857,0.03653033450245857,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03724639169002368,0.037484771274571366,0.03461966343330634,0.035097334533929825,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03509733597120289,0.03605267479609812,0.03414290907787314,0.034739769995212555,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03485896528547489,0.03915616894030585,0.03485896528547489,0.037724073976278305,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.03820173013696776,0.040111495589302215,0.03820173013696776,0.039873119443655014,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04058917188522663,0.04226056140778014,0.03605267443293916,0.04011150076985359,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03915617034426006,0.03963384160364571,0.03724640406949875,0.037962451577186584,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.039156148860089994,0.03963381985738743,0.0374847631661607,0.03855929151177406,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.03820173013696776,0.04058916664298223,0.03772405908328774,0.039873119443655014,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04058917188522663,0.04106684300059967,0.037962440131927046,0.04011150076985359,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.041066839992449304,0.04285741576432314,0.038679403352968364,0.042021263390779495,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.048229164360836504,0.05013984583935655,0.0442895269280999,0.045364055782556534,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04727472944244128,0.04870682752884921,0.04321498751096256,0.043931953608989716,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.044409622140986045,0.045841716727673405,0.04154451420510508,0.0419020801782608,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04297661133965297,0.043931953629086,0.040111503233914596,0.042141374200582504,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04202126568716162,0.042260560621648915,0.041066842236674006,0.041782889515161514,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.042021271878786216,0.042021271878786216,0.0386794111659423,0.03891778737306595,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.040827549280145786,0.04106684422622612,0.037724065081354966,0.03808163106441498,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.03844010139739295,0.04034986660702183,0.03844010139739295,0.040230680257081985,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.039156156819547844,0.042021264623459356,0.03844010955918595,0.04082754626870155,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.04070836418190717,0.04273823514857507,0.04070836418190717,0.042141374200582504,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04273823593538198,0.04273823593538198,0.0408275513213404,0.04142441228032112,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04070837646470895,0.04142442401655399,0.039633844047784805,0.039633844047784805,54288000,0.0,0.0
